Sentence#	Word	POS	Tag
	managing	VBG	O
	requirements	NNS	B-opcon
	changes	NNS	O
	needs	NNS	B-opcon
	to	TO	O
	take	VB	O
	into	IN	O
	account	NN	O
	the	DT	O
	distribution	NN	O
	of	IN	O
	information	NN	O
	related	VBN	O
	to	TO	O
	the	DT	O
	decisions	NNS	O
	made	VBN	O
	during	IN	O
	the	DT	O
	change	NN	O
	process	NN	B-opcon
	.	.	O
Sentence:626	The	DT	O
	CM	NNP	O
	Process	NNP	B-opcon
	needs	VBZ	B-opcon
	to	TO	O
	communicate	VB	O
	the	DT	O
	requirements	NNS	B-opcon
	change	VBP	O
	decisions	NNS	O
	to	TO	O
	the	DT	O
	affected	JJ	O
	organizations	NNS	O
	.	.	O
Sentence:627	During	IN	O
	a	DT	O
	board	NN	O
	meeting	NN	O
	to	TO	O
	approve	VB	O
	a	DT	O
	change	NN	O
	,	,	O
	actions	NNS	O
	to	TO	O
	update	VB	O
	documentation	NN	O
	need	NN	B-opcon
	to	TO	O
	be	VB	O
	included	VBN	O
	as	IN	O
	part	NN	O
	of	IN	O
	the	DT	O
	change	NN	O
	package	NN	O
	.	.	O
Sentence:628	These	DT	O
	actions	NNS	O
	should	MD	O
	be	VB	O
	tracked	VBN	O
	to	TO	O
	ensure	VB	O
	that	IN	O
	affected	JJ	O
	documentation	NN	O
	is	VBZ	O
	updated	VBN	O
	in	IN	O
	a	DT	O
	timely	JJ	O
	manner	NN	O
	.	.	O
Sentence:629	The	DT	O
	tendency	NN	O
	for	IN	O
	the	DT	O
	set	NN	O
	of	IN	O
	requirements	NNS	B-opcon
	is	VBZ	O
	to	TO	O
	relentlessly	RB	O
	increase	VB	O
	in	IN	O
	size	NN	O
	during	IN	O
	the	DT	O
	course	NN	O
	of	IN	O
	development	NN	B-opcon
	,	,	O
	resulting	VBG	O
	in	IN	O
	a	DT	O
	system	NN	B-syscon
	that	WDT	O
	is	VBZ	O
	more	RBR	O
	expensive	JJ	O
	and	CC	O
	complex	JJ	O
	than	IN	O
	originally	RB	O
	intended	VBN	O
	.	.	O
Sentence:630	Often	RB	O
	the	DT	O
	changes	NNS	O
	are	VBP	O
	quite	JJ	O
	innocent	JJ	O
	and	CC	O
	what	WP	O
	appear	VBP	O
	to	TO	O
	be	VB	O
	changes	NNS	O
	to	TO	O
	a	DT	O
	system	NN	B-syscon
	are	VBP	O
	really	RB	O
	enhancements	NNS	O
	in	IN	O
	disguise	NN	O
	.	.	O
Sentence:631	However	RB	O
	,	,	O
	some	DT	O
	of	IN	O
	the	DT	O
	requirements	NNS	B-opcon
	creep	VBP	O
	involves	NNS	O
	truly	RB	O
	new	JJ	O
	requirements	NNS	B-opcon
	that	WDT	O
	did	VBD	O
	not	RB	O
	exist	VB	O
	,	,	O
	and	CC	O
	could	MD	O
	not	RB	O
	have	VB	O
	been	VBN	O
	anticipated	VBN	O
	,	,	O
	during	IN	O
	the	DT	O
	Technical	JJ	B-opcon
	Requirements	NNP	I-opcon
	Definition	NNP	I-opcon
	Process	NNP	I-opcon
	.	.	O
Sentence:632	These	DT	O
	new	JJ	O
	requirements	NNS	B-opcon
	are	VBP	O
	the	DT	O
	result	NN	O
	of	IN	O
	evolution	NN	O
	,	,	O
	and	CC	O
	if	IN	O
	we	PRP	O
	are	VBP	O
	to	TO	O
	build	VB	O
	a	DT	O
	relevant	JJ	O
	system	NN	B-syscon
	,	,	O
	we	PRP	O
	can	MD	O
	not	RB	O
	ignore	VB	O
	them	PRP	O
	.	.	O
Sentence:633	Establish	JJ	B-seterm
	official	NN	O
	channels	NNS	O
	for	IN	O
	submitting	VBG	O
	CRs	NNP	O
	.	.	O
Sentence:634	Measure	NN	O
	the	DT	O
	functionality	NN	O
	of	IN	O
	each	DT	O
	requirement	NN	B-opcon
	CR	NNP	O
	and	CC	O
	assess	VB	O
	its	PRP$	O
	impact	NN	O
	on	IN	O
	the	DT	O
	rest	NN	O
	of	IN	O
	the	DT	O
	system	NN	B-syscon
	.	.	O
Sentence:635	For	IN	O
	robotic	JJ	O
	missions	NNS	O
	,	,	O
	the	DT	O
	SRR	NNP	O
	and	CC	O
	the	DT	O
	MDR	NNP	O
	may	MD	O
	be	VB	O
	combined	VBN	O
	.	.	O
Sentence:636	Compare	VB	O
	this	DT	O
	impact	NN	O
	with	IN	O
	the	DT	O
	consequences	NNS	O
	of	IN	O
	not	RB	O
	approving	VBG	O
	the	DT	O
	change	NN	O
	.	.	O
Sentence:637	What	WP	O
	is	VBZ	O
	the	DT	O
	risk	NN	B-mea
	if	IN	O
	the	DT	O
	change	NN	O
	is	VBZ	O
	not	RB	O
	approved	VBN	O
	?	.	O
Sentence:638	Determine	NN	O
	if	IN	O
	the	DT	O
	proposed	VBN	O
	change	NN	O
	can	MD	O
	be	VB	O
	accommodated	VBN	O
	within	IN	O
	the	DT	O
	fiscal	JJ	O
	and	CC	O
	technical	JJ	B-opcon
	resource	NN	O
	budgets	NNS	O
	.	.	O
Sentence:639	If	IN	O
	it	PRP	O
	can	MD	O
	not	RB	O
	be	VB	O
	accommodated	VBN	O
	within	IN	O
	the	DT	O
	established	VBN	O
	resource	NN	O
	margins	NNS	O
	,	,	O
	then	RB	O
	the	DT	O
	change	NN	O
	most	RBS	O
	likely	JJ	O
	should	MD	O
	be	VB	O
	denied	VBN	O
	.	.	O
Sentence:640	Requirements	NNS	B-opcon
	Documents	NNS	O
	:	:	O
	Requirements	NNS	B-opcon
	doc	IN	O
	uments	NNS	O
	are	VBP	O
	submitted	VBN	O
	to	TO	O
	the	DT	O
	CM	NNP	O
	Process	NNP	B-opcon
	when	WRB	O
	the	DT	O
	requirements	NNS	B-opcon
	are	VBP	O
	baselined	VBN	O
	.	.	O
Sentence:641	The	DT	O
	official	NN	O
	controlled	VBD	O
	versions	NNS	O
	of	IN	O
	these	DT	O
	documents	NNS	O
	are	VBP	O
	generally	RB	O
	maintained	VBN	O
	in	IN	O
	electronic	JJ	O
	format	NN	O
	within	IN	O
	the	DT	O
	requirements	NNS	B-opcon
	management	NN	O
	tool	NN	O
Sentence:642	In	IN	O
	this	DT	O
	way	NN	O
	,	,	O
	they	PRP	O
	are	VBP	O
	linked	VBN	O
	to	TO	O
	the	DT	O
	requirements	NNS	B-opcon
	matrix	VBP	O
	with	IN	O
	all	DT	O
	of	IN	O
	its	PRP$	O
	traceable	JJ	O
	relationships	NNS	O
	.	.	O
Sentence:643	Approved	VBN	O
	Changes	NNS	O
	to	TO	O
	the	DT	O
	Requirements	NNPS	B-opcon
	Baselines	NNPS	O
	:	:	O
	Approved	VBN	O
	changes	NNS	O
	to	TO	O
	the	DT	O
	require	NN	O
	ments	NNS	O
	baselines	NNS	O
	are	VBP	O
	issued	VBN	O
	as	IN	O
	an	DT	O
	output	NN	O
	of	IN	O
	the	DT	O
	Requirements	NNP	B-opcon
	Management	NNP	I-opcon
	Process	NNP	I-opcon
	after	IN	O
	careful	JJ	O
	assessment	NN	O
	of	IN	O
	all	PDT	O
	the	DT	O
	impacts	NNS	O
	of	IN	O
	the	DT	O
	requirements	NNS	B-opcon
	change	VBP	O
	across	IN	O
	the	DT	O
	entire	JJ	O
	product	NN	B-syscon
	or	CC	O
	system	NN	B-syscon
	.	.	O
Sentence:644	A	DT	O
	single	JJ	O
	change	NN	O
	can	MD	O
	have	VB	O
	a	DT	O
	far	RB	O
	reaching	VBG	O
	ripple	JJ	O
	effect	NN	O
	,	,	O
	which	WDT	O
	may	MD	O
	result	VB	O
	in	IN	O
	several	JJ	O
	requirement	NN	B-opcon
	changes	NNS	O
	in	IN	O
	a	DT	O
	number	NN	O
	of	IN	O
	documents	NNS	O
	.	.	O
Sentence:645	Various	JJ	O
	Requirements	NNP	B-opcon
	Management	NNP	O
	Work	NNP	O
	Products	NNPS	B-seterm
	:	:	O
	Requirements	NNPS	B-opcon
	management	NN	O
	work	NN	O
	prod	NN	O
	ucts	NNS	O
	are	VBP	O
	any	DT	O
	reports	NNS	B-opcon
	,	,	O
	records	NNS	O
	,	,	O
	and	CC	O
	undeliverable	JJ	O
	outcomes	NNS	O
	of	IN	O
	the	DT	O
	Requirements	NNP	B-opcon
	Management	NNP	I-opcon
	Process	NNP	I-opcon
	.	.	O
Sentence:646	FRR	NNP	O
	FRR	NNP	O
	SDR	NNP	O
	System	NNP	B-syscon
	Definition	NNP	O
	Review	NNP	O
Sentence:647	For	IN	O
	example	NN	O
	,	,	O
	the	DT	O
	bidirectional	JJ	B-opcon
	traceability	NN	I-opcon
	status	NN	O
	would	MD	O
	be	VB	O
	one	CD	B-cardinal
	of	IN	O
	the	DT	O
	work	NN	O
	products	NNS	B-seterm
	that	WDT	O
	would	MD	O
	be	VB	O
	used	VBN	O
	in	IN	O
	the	DT	O
	V	NNP	B-abb
	&	CC	I-abb
	V	NNP	I-abb
	reports	NNS	B-opcon
	.	.	O
Sentence:648	gov	NN	O
	web	NN	O
	se	NN	B-abb
	doc	NN	O
	repository	NN	O
	for	IN	O
	additional	JJ	O
	guidance	NN	O
	on	IN	O
	:	:	O
	the	DT	O
	Requirements	NNP	B-opcon
	Management	NNP	O
	Plan	NNP	O
	and	CC	O
	requirements	NNS	B-opcon
	management	NN	O
	tools	NNS	O
	.	.	O
Sentence:649	The	DT	O
	definition	NN	O
	,	,	O
	management	NN	O
	,	,	O
	and	CC	O
	control	NN	O
	of	IN	O
	interfaces	NNS	B-syscon
	are	VBP	O
	crucial	JJ	O
	to	TO	O
	successful	JJ	O
	programs	NNS	O
	or	CC	O
	projects	NNS	B-seterm
	.	.	O
Sentence:650	and	CC	O
	or	CC	O
	to	TO	O
	define	VB	O
	and	CC	O
	maintain	VB	B-opcon
	compliance	NN	O
	among	IN	O
	the	DT	O
	products	NNS	B-seterm
	that	WDT	O
	should	MD	O
	interoperate	VB	O
	.	.	O
Sentence:651	The	DT	O
	basic	JJ	O
	tasks	NNS	O
	that	WDT	O
	need	VBP	B-opcon
	to	TO	O
	be	VB	O
	established	VBN	O
	involve	VB	O
	the	DT	O
	management	NN	O
	of	IN	O
	internal	JJ	O
	and	CC	O
	external	JJ	O
	interfaces	NNS	B-syscon
	of	IN	O
	the	DT	O
	various	JJ	O
	levels	NNS	O
	of	IN	O
	products	NNS	B-seterm
	and	CC	O
	operator	NN	B-grp
	tasks	NNS	O
	to	TO	O
	support	VB	O
	product	NN	B-syscon
	integration	NN	B-opcon
	.	.	O
Sentence:652	These	DT	O
	basic	JJ	O
	tasks	NNS	O
	are	VBP	O
	as	IN	O
	follows	VBZ	O
	:	:	O
Sentence:653	System	NNP	B-syscon
	Description	NNP	O
	:	:	O
	This	DT	O
	allows	VBZ	O
	the	DT	O
	design	NN	B-opcon
	of	IN	O
	the	DT	O
	system	NN	B-syscon
	to	TO	O
	be	VB	O
	explored	VBN	O
	and	CC	O
	examined	VBN	O
	to	TO	O
	determine	VB	O
	where	WRB	O
	system	NN	B-syscon
	interfaces	NNS	B-syscon
	exist	VBP	O
	.	.	O
Sentence:654	Contractor	NN	B-grp
	arrangements	NNS	O
	will	MD	O
	also	RB	O
	dictate	VB	O
	where	WRB	O
	interfaces	NNS	B-syscon
	are	VBP	O
	needed	VBN	O
	.	.	O
Sentence:655	Organizational	JJ	O
	Structure	NN	B-seterm
	:	:	O
	Decisions	NNS	O
	on	IN	O
	which	WDT	O
	organization	NN	O
	will	MD	O
	dictate	VB	O
	interfaces	NNS	B-syscon
	,	,	O
	particularly	RB	O
	when	WRB	O
	there	EX	O
	is	VBZ	O
	the	DT	O
	need	NN	B-opcon
	to	TO	O
	jointly	RB	O
	agree	VB	O
	on	IN	O
	shared	JJ	O
	interface	NN	O
	parameters	NNS	O
	of	IN	O
	a	DT	O
	system	NN	B-syscon
	.	.	O
Sentence:656	The	DT	O
	program	NN	B-opcon
	and	CC	O
	project	NN	B-seterm
	WBS	NNP	O
	will	MD	O
	also	RB	O
	provide	VB	O
	organizational	JJ	O
	interface	NN	O
	boundaries	NNS	B-opcon
	.	.	O
Sentence:657	SAR	NNP	O
	generally	RB	O
	applies	VBZ	O
	to	TO	O
	human	JJ	O
	space	NN	O
	flight	NN	B-syscon
	.	.	O
Sentence:658	These	DT	O
	procedures	NNS	B-opcon
	establish	VB	B-seterm
	the	DT	O
	interface	NN	O
	management	NN	O
	responsibilities	NNS	O
	,	,	O
	what	WP	O
	process	NN	B-opcon
	will	MD	O
	be	VB	O
	used	VBN	O
	to	TO	O
	maintain	VB	B-opcon
	and	CC	O
	control	VB	O
	the	DT	O
	internal	JJ	O
	and	CC	O
	external	JJ	O
	functional	NN	B-opcon
	and	CC	O
	physical	JJ	B-opcon
	interfaces	NNS	B-syscon
	including	VBG	O
	human	JJ	O
	,	,	O
	and	CC	O
	how	WRB	O
	the	DT	O
	change	NN	O
	process	NN	B-opcon
	will	MD	O
	be	VB	O
	conducted	VBN	O
	.	.	O
Sentence:659	Training	NN	O
	of	IN	O
	the	DT	O
	technical	JJ	B-opcon
	teams	NNS	O
	or	CC	O
	other	JJ	O
	support	NN	O
	may	MD	O
	also	RB	O
	be	VB	O
	required	VBN	O
	and	CC	O
	planned	VBN	O
	.	.	O
Sentence:660	During	IN	O
	project	NN	B-seterm
	Formulation	NNP	O
	,	,	O
	the	DT	O
	ConOps	NNP	B-abb
	of	IN	O
	the	DT	O
	product	NN	B-syscon
	is	VBZ	O
	analyzed	VBN	O
	to	TO	O
	identify	VB	O
	both	DT	O
	external	JJ	O
	and	CC	O
	internal	JJ	O
	interfaces	NNS	B-syscon
	.	.	O
Sentence:661	This	DT	O
	analysis	NN	B-opcon
	will	MD	O
	establish	VB	B-seterm
	the	DT	O
	origin	NN	O
	,	,	O
	destination	NN	O
	,	,	O
	stimuli	NN	O
	,	,	O
	and	CC	O
	special	JJ	O
	characteristics	NNS	B-mea
	of	IN	O
	the	DT	O
	interfaces	NNS	B-syscon
	that	WDT	O
	need	VBP	B-opcon
	to	TO	O
	be	VB	O
	documented	VBN	O
	and	CC	O
	maintained	VBN	O
	.	.	O
Sentence:662	As	IN	O
	the	DT	O
	system	NN	B-opcon
	structure	NN	I-opcon
	and	CC	O
	architecture	NN	B-opcon
	emerges	NNS	O
	,	,	O
	interfaces	NNS	B-syscon
	will	MD	O
	be	VB	O
	added	VBN	O
	and	CC	O
	existing	VBG	O
	interfaces	NNS	B-syscon
	will	MD	O
	be	VB	O
	changed	VBN	O
	and	CC	O
	should	MD	O
	be	VB	O
	maintained	VBN	O
	.	.	O
Sentence:663	Thus	RB	O
	,	,	O
	the	DT	O
	Interface	NNP	B-opcon
	Management	NNP	I-opcon
	Process	NNP	I-opcon
	has	VBZ	O
	a	DT	O
	close	JJ	O
	relationship	NN	O
	to	TO	O
	other	JJ	O
	areas	NNS	O
	,	,	O
	such	JJ	O
	as	IN	O
	requirements	NNS	B-opcon
	definition	NN	O
	and	CC	O
	CM	NNP	O
	,	,	O
	during	IN	O
	this	DT	O
	period	NN	O
	.	.	O
Sentence:664	During	IN	O
	product	NN	B-syscon
	integration	NN	B-opcon
	,	,	O
	interface	NN	O
	management	NN	O
	activities	NNS	O
	would	MD	O
	support	VB	O
	the	DT	O
	review	NN	O
	of	IN	O
	integration	NN	B-opcon
	and	CC	O
	assembly	NN	B-opcon
	procedures	NNS	B-opcon
	to	TO	O
	ensure	VB	O
	interfaces	NNS	B-syscon
	are	VBP	O
	properly	RB	O
	marked	VBN	O
	and	CC	O
	compatible	JJ	O
	with	IN	O
	specifications	NNS	B-opcon
	and	CC	O
	ICDs	NNP	O
	.	.	O
Sentence:665	The	DT	O
	interface	NN	B-opcon
	management	NN	I-opcon
	process	NN	I-opcon
	has	VBZ	O
	a	DT	O
	close	JJ	O
	relationship	NN	O
	to	TO	O
	V	NNP	B-abb
	&	CC	I-abb
	V	NNP	I-abb
	.	.	O
Sentence:666	Interface	NNP	O
	control	NN	O
	documentation	NN	O
	and	CC	O
	approved	VBD	O
	interface	NN	O
	requirement	NN	B-opcon
	changes	NNS	O
	are	VBP	O
	used	VBN	O
	as	IN	O
	inputs	NNS	O
	to	TO	O
	the	DT	O
	Product	NNP	B-opcon
	Verification	NNP	I-opcon
	Process	NNP	I-opcon
	and	CC	O
	the	DT	O
	Product	NNP	B-opcon
	Validation	NNP	I-opcon
	Process	NNP	I-opcon
	,	,	O
	particularly	RB	O
	where	WRB	O
	verification	NN	B-opcon
	test	NN	B-opcon
	constraints	NNS	B-seterm
	and	CC	O
	interface	NN	O
	parameters	NNS	O
	are	VBP	O
	needed	VBN	O
	to	TO	O
	set	VB	O
	the	DT	O
	test	NN	B-opcon
	objectives	NNS	B-opcon
	and	CC	O
	test	NN	B-opcon
	plans	NNS	O
	.	.	O
Sentence:667	Typically	RB	O
	,	,	O
	an	DT	O
	IWG	NNP	O
	establishes	NNS	O
	communication	NN	O
	links	NNS	O
	between	IN	O
	those	DT	O
	responsible	JJ	O
	for	IN	O
	interfacing	VBG	O
	systems	NNS	B-syscon
	,	,	O
	end	NN	B-seterm
	products	NNS	I-seterm
	,	,	O
	enabling	VBG	B-opcon
	products	NNS	I-opcon
	,	,	O
	and	CC	O
	subsystems	NNS	B-syscon
	.	.	O
Sentence:668	The	DT	O
	lead	NN	O
	SER	NNP	B-abb
	ensures	VBZ	O
	that	IN	O
	the	DT	O
	system	NN	B-syscon
	technically	RB	O
	fulfills	VBZ	O
	the	DT	O
	defined	JJ	O
	needs	NNS	B-opcon
	and	CC	O
	requirements	NNS	B-opcon
	and	CC	O
	that	IN	O
	a	DT	O
	proper	JJ	O
	SEG	NNP	B-abb
	approach	NN	O
	is	VBZ	O
	being	VBG	O
	followed	VBN	O
	.	.	O
Sentence:669	KDP	NNP	O
	KDP	NNP	O
	SIR	NNP	O
	SIR	NNP	O
Sentence:670	The	DT	O
	IWG	NNP	O
	has	VBZ	O
	the	DT	O
	responsibility	NN	O
	to	TO	O
	ensure	VB	O
	accomplishment	NN	O
	of	IN	O
	the	DT	O
	planning	NN	O
	,	,	O
	scheduling	NN	O
	,	,	O
	and	CC	O
	execution	NN	O
	of	IN	O
	all	DT	O
	interface	NN	O
	activities	NNS	O
	.	.	O
Sentence:671	The	DT	O
	IWG	NNP	O
	may	MD	O
	work	VB	O
	independently	RB	O
	or	CC	O
	as	IN	O
	a	DT	O
	part	NN	O
	of	IN	O
	a	DT	O
	larger	JJR	O
	change	NN	O
	control	NN	O
	board	NN	O
	.	.	O
Sentence:672	This	DT	O
	is	VBZ	O
	the	DT	O
	documentation	NN	O
	that	IN	O
	identifies	NNS	O
	and	CC	O
	captures	VBZ	O
	the	DT	O
	interface	NN	O
	information	NN	O
	and	CC	O
	the	DT	O
	approved	JJ	O
	interface	NN	O
	CRs	NNP	O
	.	.	O
Sentence:673	Types	NNS	O
	of	IN	O
	interface	NN	O
	documentation	NN	O
	include	VBP	O
	the	DT	O
	IRD	NNP	O
	,	,	O
	Interface	NNP	O
	Control	NNP	O
	Document	NNP	O
	Drawing	NNP	O
	ICD	NNP	O
	,	,	O
	IDD	NNP	O
	,	,	O
	and	CC	O
	ICP	NNP	O
	.	.	O
Sentence:674	These	DT	O
	outputs	NNS	O
	will	MD	O
	then	RB	O
	be	VB	O
	maintained	VBN	O
	and	CC	O
	approved	VBN	O
	using	VBG	O
	the	DT	O
	CM	NNP	O
	Process	NNP	B-opcon
	and	CC	O
	become	VB	O
	a	DT	O
	part	NN	O
	of	IN	O
	the	DT	O
	overall	JJ	O
	technical	JJ	B-opcon
	data	NN	I-opcon
	package	NN	I-opcon
	for	IN	O
	the	DT	O
	project	NN	B-seterm
	.	.	O
Sentence:675	Approved	NNP	O
	interface	NN	O
	requirement	NN	B-opcon
	changes	NNS	O
	.	.	O
Sentence:676	After	IN	O
	the	DT	O
	interface	NN	O
	requirements	NNS	B-opcon
	have	VBP	O
	been	VBN	O
	baselined	VBN	O
	,	,	O
	the	DT	O
	Requirements	NNP	B-opcon
	Management	NNP	I-opcon
	Process	NNP	I-opcon
	should	MD	O
	be	VB	O
	used	VBN	O
	to	TO	O
	identify	VB	O
	the	DT	O
	need	NN	B-opcon
	for	IN	O
	changes	NNS	O
	,	,	O
	evaluate	VB	O
	the	DT	O
	impact	NN	O
	of	IN	O
	the	DT	O
	proposed	VBN	O
	change	NN	O
	,	,	O
	document	NN	O
	the	DT	O
	final	JJ	O
	approval	NN	B-opcon
	disapproval	NN	O
	,	,	O
	and	CC	O
	update	VB	O
	the	DT	O
	requirements	NNS	B-opcon
	documentation	NN	O
	tool	NN	O
	database	NN	O
	.	.	O
Sentence:677	For	IN	O
	interfaces	NNS	B-syscon
	that	WDT	O
	require	VBP	O
	approval	NN	B-opcon
	from	IN	O
	all	DT	O
	sides	NNS	O
	,	,	O
	unanimous	JJ	O
	approval	NN	B-opcon
	is	VBZ	O
	required	VBN	O
	.	.	O
Sentence:678	Changing	VBG	O
	interface	NN	O
	requirements	NNS	B-opcon
	late	JJ	O
	in	IN	O
	the	DT	O
	design	NN	B-opcon
	or	CC	O
	implementation	NN	B-opcon
	life	NN	B-opcon
	cycle	NN	I-opcon
	is	VBZ	O
	more	RBR	O
	likely	JJ	O
	to	TO	O
	have	VB	O
	a	DT	O
	significant	JJ	O
	impact	NN	O
	on	IN	O
	the	DT	O
	cost	NN	B-mea
	,	,	O
	schedule	NN	B-opcon
	,	,	O
	or	CC	O
	technical	JJ	B-opcon
	design	NN	B-opcon
	operations	NNS	B-opcon
	.	.	O
Sentence:679	gov	NN	O
	web	NN	O
	se	NN	B-abb
	doc	NN	O
	repository	NN	O
	for	IN	O
	additional	JJ	O
	guidance	NN	O
	on	IN	O
	:	:	O
	IRDs	NNP	O
	,	,	O
	ICDs	NNP	O
	,	,	O
	interface	NN	O
	control	NN	O
	drawings	NNS	B-opcon
	,	,	O
	IDDs	NNP	O
	,	,	O
	the	DT	O
	ICPs	NNP	O
	,	,	O
	and	CC	O
	interface	NN	O
	management	NN	O
	tasks	NNS	O
	.	.	O
Sentence:680	Timing	NN	O
	of	IN	O
	the	DT	O
	ASM	NNP	O
	is	VBZ	O
	determined	VBN	O
	by	IN	O
	the	DT	O
	MDAA	NNP	O
	.	.	O
Sentence:681	The	DT	O
	Technical	NNP	B-opcon
	RM	NNP	B-abb
	Process	NNP	B-opcon
	is	VBZ	O
	one	CD	B-cardinal
	of	IN	O
	the	DT	O
	crosscutting	VBG	O
	technical	JJ	B-opcon
	management	NN	I-opcon
	processes	NNS	I-opcon
	.	.	O
Sentence:682	Risk	NN	B-mea
	is	VBZ	O
	the	DT	O
	potential	JJ	O
	for	IN	O
	performance	NN	B-mea
	shortfalls	NNS	O
	,	,	O
	which	WDT	O
	may	MD	O
	be	VB	O
	realized	VBN	O
	in	IN	O
	the	DT	O
	future	NN	O
	,	,	O
	with	IN	O
	respect	NN	O
	to	TO	O
	achieving	VBG	O
	explicitly	RB	O
	established	VBN	O
	and	CC	O
	stated	VBN	O
	performance	NN	B-opcon
	requirements	NNS	I-opcon
	.	.	O
Sentence:683	The	DT	O
	performance	NN	B-mea
	shortfalls	NNS	O
	may	MD	O
	be	VB	O
	related	VBN	O
	to	TO	O
	institutional	JJ	O
	support	NN	O
	for	IN	O
	mission	NN	B-seterm
	execution	NN	O
	or	CC	O
	related	VBN	O
	to	TO	O
	any	DT	O
	one	CD	B-cardinal
	or	CC	O
	more	JJR	O
	of	IN	O
	the	DT	O
	following	JJ	O
	mission	NN	B-seterm
	execution	NN	O
	domains	NNS	O
	:	:	O
	safety	NN	B-mea
	technical	JJ	B-opcon
	cost	NN	B-mea
	schedule	NN	O
Sentence:684	SERs	NNP	B-abb
	are	VBP	O
	involved	VBN	O
	in	IN	O
	this	DT	O
	process	NN	B-opcon
	to	TO	O
	help	VB	O
	identify	VB	O
	potential	JJ	O
	technical	JJ	B-opcon
	risks	NNS	B-mea
	,	,	O
	develop	VB	O
	mitigation	NN	B-opcon
	plans	NNS	O
	,	,	O
	monitor	NN	O
	progress	NN	O
	of	IN	O
	the	DT	O
	technical	JJ	B-opcon
	effort	NN	O
	to	TO	O
	determine	VB	O
	if	IN	O
	new	JJ	O
	risks	NNS	B-mea
	arise	VBP	O
	or	CC	O
	old	JJ	O
	risks	NNS	B-mea
	can	MD	O
	be	VB	O
	retired	VBN	O
	,	,	O
	and	CC	O
	to	TO	O
	be	VB	O
	available	JJ	O
	to	TO	O
	answer	VB	O
	questions	NNS	O
	and	CC	O
	resolve	VB	O
	issues	NNS	O
	.	.	O
Sentence:685	The	DT	O
	following	NN	O
	is	VBZ	O
	guidance	VBN	O
	in	IN	O
	implementation	NN	B-opcon
	of	IN	O
	RM	NNP	B-abb
	in	IN	O
	general	JJ	O
	.	.	O
Sentence:686	Thus	RB	O
	,	,	O
	when	WRB	O
	implementing	VBG	O
	RM	NNP	B-abb
	on	IN	O
	any	DT	O
	given	VBN	O
	program	NN	B-opcon
	project	NN	B-seterm
	,	,	O
	the	DT	O
	responsible	JJ	O
	SER	NNP	B-abb
	should	MD	O
	direct	VB	O
	the	DT	O
	effort	NN	O
	accordingly	RB	O
	.	.	O
Sentence:687	This	DT	O
	may	MD	O
	involve	VB	O
	more	JJR	O
	or	CC	O
	less	JJR	O
	rigor	NN	O
	and	CC	O
	formality	NN	O
	than	IN	O
	that	DT	O
	specified	VBN	O
	in	IN	O
	governing	VBG	O
	documents	NNS	O
	such	JJ	O
	as	IN	O
	NPRs	NNP	O
	.	.	O
Sentence:688	For	IN	O
	detailed	JJ	O
	information	NN	O
	on	IN	O
	the	DT	O
	RM	NNP	B-abb
	Process	NNP	B-opcon
	,	,	O
	refer	NN	O
	to	TO	O
	the	DT	O
	NASA	NNP	B-org
	RM	NNP	B-abb
	Handbook	NNP	O
	NASA	NNP	B-org
	SP	NNP	O
	2011	CD	B-cardinal
	3422	CD	B-cardinal
	.	.	O
Sentence:689	What	WP	O
	can	MD	O
	go	VB	O
	wrong	JJ	O
	?	.	O
Sentence:690	How	WRB	O
	frequently	RB	O
	does	VBZ	O
	3	CD	B-cardinal
	.	.	O
Sentence:691	The	DT	O
	Decision	NNP	B-grp
	Authority	NNP	I-grp
	,	,	O
	LV	NNP	O
	Launch	NNP	O
	Vehicle	NNP	O
	SRB	NNP	O
	Standing	NNP	B-grp
	Review	NNP	I-grp
	Board	NNP	I-grp
	Administrator	NNP	O
	,	,	O
	MDAA	NNP	O
	,	,	O
	or	CC	O
	Center	NNP	O
	Director	NNP	O
	may	MD	O
	request	VB	O
	the	DT	O
	SRB	NNP	O
	to	TO	O
	conduct	VB	O
	other	JJ	O
	reviews	NNS	O
	.	.	O
Sentence:692	Scenarios	NNS	O
	begin	VBP	O
	with	IN	O
	a	DT	O
	set	NN	O
	of	IN	O
	initiating	VBG	O
	events	NNS	O
	that	WDT	O
	cause	VBP	O
	the	DT	O
	activity	NN	B-opcon
	to	TO	O
	depart	VB	O
	from	IN	O
	its	PRP$	O
	intended	VBN	O
	state	NN	O
	.	.	O
Sentence:693	For	IN	O
	each	DT	O
	initiating	NN	O
	event	NN	B-event
	,	,	O
	other	JJ	O
	events	NNS	O
	that	WDT	O
	are	VBP	O
	relevant	JJ	O
	to	TO	O
	the	DT	O
	evolution	NN	O
	of	IN	O
	the	DT	O
	scenario	NN	O
	may	MD	O
	or	CC	O
	may	MD	O
	not	RB	O
	occur	VB	O
	and	CC	O
	may	MD	O
	have	VB	O
	either	CC	O
	a	DT	O
	mitigating	NN	O
	or	CC	O
	exacerbating	VBG	O
	effect	NN	O
	on	IN	O
	the	DT	O
	scenario	NN	O
	progression	NN	O
	.	.	O
Sentence:694	The	DT	O
	frequencies	NNS	O
	of	IN	O
	scenarios	NNS	O
	with	IN	O
	undesired	JJ	O
	consequences	NNS	O
	are	VBP	O
	determined	VBN	O
	.	.	O
Sentence:695	Finally	RB	O
	,	,	O
