Word	Tag
procedures	B-opcon
are	O
operationally	O
ready	O
.	O
FCA	O
:	O
Examines	O
the	O
functional	B-opcon
characteristics	B-mea
of	O
the	O
configured	O
product	B-syscon
and	O
verifies	O
that	O
the	O
product	B-syscon
has	O
met	O
,	O
via	O
test	B-opcon
results	B-mea
,	O
the	O
requirements	B-opcon
specified	O
in	O
its	O
functional	B-opcon
baseline	I-opcon
documentation	O
approved	O
at	O
the	O
PDR	O
and	O
CDR	O
plus	O
any	O
approved	O
changes	O
thereafter	O
.	O
FCAs	O
will	O
be	O
conducted	O
on	O
both	O
hardware	B-syscon
and	O
software	B-syscon
configured	O
products	B-seterm
and	O
will	O
precede	O
the	O
PCA	O
of	O
the	O
configured	O
product	B-syscon
.	O
Goal	B-seterm
:	O
Goals	O
elaborate	O
on	O
the	O
need	B-opcon
and	O
constitute	O
a	O
specific	O
set	O
of	O
expectations	B-opcon
for	O
the	O
system	B-syscon
.	O
They	O
further	O
define	O
what	O
we	O
hope	O
to	O
accomplish	O
by	O
addressing	O
the	O
critical	O
issues	O
identified	O
during	O
the	O
problem	O
assessment	O
.	O
Goals	O
need	B-opcon
not	O
be	O
in	O
a	O
quantitative	O
or	O
measurable	O
form	O
,	O
but	O
they	O
must	O
allow	O
us	O
to	O
assess	O
whether	O
the	O
system	B-syscon
has	O
achieved	O
them	O
.	O
Influence	B-opcon
Diagram	I-opcon
:	O
A	O
compact	O
graphical	O
and	O
mathematical	B-opcon
representation	I-opcon
of	O
a	O
decision	O
state	O
.	O
Develop	O
final	O
mission	B-opcon
concept	I-opcon
,	O
system	B-opcon
level	I-opcon
requirements	I-opcon
,	O
needed	O
system	B-opcon
technology	I-opcon
developments	B-opcon
,	O
and	O
program	B-opcon
project	B-seterm
technical	B-opcon
management	O
plans	O
.	O
Its	O
elements	O
are	O
decision	O
nodes	O
,	O
chance	O
nodes	O
,	O
value	B-mea
nodes	O
,	O
and	O
arrows	O
to	O
indicate	O
the	O
relationships	O
among	O
these	O
elements	O
.	O
Inspection	B-opcon
:	O
The	O
visual	O
examination	O
of	O
a	O
realized	O
end	B-syscon
product	I-syscon
.	O
Inspection	B-opcon
is	O
generally	O
used	O
to	O
verify	O
physical	B-opcon
design	B-opcon
features	O
or	O
specific	O
manufacturer	O
identification	O
.	O
Iterative	B-opcon
:	O
Application	O
of	O
a	O
process	B-opcon
to	O
the	O
same	O
product	B-syscon
or	O
set	O
of	O
products	B-seterm
to	O
correct	O
a	O
discovered	O
discrepancy	B-mea
or	O
other	O
variation	O
from	O
requirements	B-opcon
.	O
Key	B-seterm
Performance	I-seterm
Parameter	I-seterm
:	O
Those	O
capabilities	B-opcon
or	O
characteristics	B-mea
typically	O
engineering	B-seterm
based	O
or	O
related	O
to	O
health	O
and	O
safety	B-mea
or	O
operational	B-opcon
performance	B-mea
considered	O
most	O
essential	O
for	O
successful	O
mission	B-seterm
accomplishment	O
.	O
They	O
characterize	O
the	O
major	O
drivers	O
of	O
operational	B-opcon
performance	B-mea
,	O
supportability	O
,	O
and	O
interoperability	O
.	O
LCC	B-abb
:	O
The	O
total	O
of	O
the	O
direct	O
,	O
indirect	O
,	O
recurring	O
,	O
nonrecurring	O
,	O
and	O
other	O
related	O
expenses	O
both	O
incurred	O
and	O
estimated	O
to	O
be	O
incurred	O
in	O
the	O
design	B-opcon
,	O
development	B-opcon
,	O
verification	B-opcon
,	O
production	O
,	O
deployment	O
,	O
prime	O
mission	B-seterm
operation	B-opcon
,	O
maintenance	O
,	O
support	O
,	O
and	O
disposal	O
of	O
a	O
project	B-seterm
,	O
including	O
closeout	O
,	O
but	O
not	O
extended	O
operations	B-opcon
.	O
The	O
LCC	B-abb
of	O
a	O
project	B-seterm
or	O
system	B-syscon
can	O
also	O
be	O
defined	O
as	O
the	O
total	O
cost	B-mea
of	O
ownership	O
over	O
the	O
project	B-seterm
or	O
system	B-syscon
s	O
planned	B-seterm
life	I-seterm
cycle	O
from	O
Formulation	O
excluding	O
Pre	B-event
Phase	I-event
A	I-event
through	O
Implementation	B-opcon
excluding	O
extended	O
operations	B-opcon
.	O
The	O
LCC	B-abb
includes	O
the	O
cost	B-mea
of	O
the	O
launch	O
vehicle	O
.	O
Loosely	B-opcon
Coupled	I-opcon
Program	I-opcon
:	O
Programs	O
that	O
address	O
specific	O
objectives	B-opcon
through	O
multiple	O
space	O
flight	B-syscon
projects	B-seterm
of	O
varied	O
scope	O
.	O
solidified	O
,	O
and	O
the	O
project	B-seterm
develops	O
more	O
definition	O
in	O
the	O
system	B-opcon
requirements	I-opcon
,	O
top	O
level	O
system	B-opcon
architecture	I-opcon
,	O
and	O
ConOps	B-abb
.	O
While	O
each	O
individual	O
project	B-seterm
has	O
an	O
assigned	O
set	O
of	O
mission	B-seterm
objectives	B-opcon
,	O
architectural	O
and	O
technological	O
synergies	O
and	O
strategies	O
that	O
benefit	O
the	O
program	B-opcon
as	O
a	O
whole	O
are	O
explored	O
during	O
the	O
formulation	O
process	B-opcon
.	O
For	O
instance	O
,	O
Mars	O
orbiters	O
designed	O
for	O
more	O
than	O
one	B-cardinal
Mars	O
year	O
in	O
orbit	O
are	O
required	O
to	O
carry	O
a	O
communication	O
system	B-syscon
to	O
support	O
present	O
and	O
future	O
landers	O
.	O
Margins	O
are	O
allocated	O
in	O
the	O
formulation	O
process	B-opcon
based	O
on	O
assessments	B-opcon
of	O
risks	B-mea
and	O
are	O
typically	O
consumed	O
as	O
the	O
program	B-opcon
project	B-seterm
proceeds	O
through	O
the	O
life	B-opcon
cycle	I-opcon
.	O
MOE	O
:	O
A	O
measure	O
by	O
which	O
a	O
stakeholder	B-grp
s	O
expectations	B-opcon
are	O
judged	O
in	O
assessing	O
satisfaction	O
with	O
products	B-seterm
or	O
systems	B-syscon
produced	O
and	O
delivered	O
in	O
accordance	O
with	O
the	O
associated	O
technical	B-opcon
effort	O
.	O
The	O
MOE	O
is	O
deemed	O
to	O
be	O
critical	O
to	O
not	O
only	O
the	O
acceptability	O
of	O
the	O
product	B-syscon
by	O
the	O
stakeholder	B-grp
but	O
also	O
critical	O
to	O
operational	B-opcon
mission	B-seterm
usage	O
.	O
A	O
MOE	O
is	O
typically	O
qualitative	O
in	O
nature	O
or	O
not	O
able	O
to	O
be	O
used	O
directly	O
as	O
a	O
design	B-opcon
to	O
requirement	B-opcon
.	O
MOP	O
:	O
A	O
quantitative	O
measure	O
that	O
,	O
when	O
met	O
by	O
the	O
design	B-opcon
solution	I-opcon
,	O
helps	O
ensure	O
that	O
a	O
MOE	O
for	O
a	O
product	B-syscon
or	O
system	B-syscon
will	O
be	O
satisfied	O
.	O
These	O
MOPs	O
are	O
given	O
special	O
attention	O
during	O
design	B-opcon
to	O
ensure	O
that	O
the	O
MOEs	O
to	O
which	O
they	O
are	O
associated	O
are	O
met	O
.	O
There	O
are	O
generally	O
two	B-cardinal
or	O
more	O
MOPs	O
for	O
each	O
MOE	O
.	O
Metric	B-mea
:	O
The	O
result	O
of	O
a	O
measurement	O
taken	O
over	O
a	O
period	O
of	O
time	B-mea
that	O
communicates	O
vital	O
information	O
about	O
the	O
status	O
or	O
performance	B-mea
of	O
a	O
system	B-syscon
,	O
process	B-opcon
,	O
or	O
activity	B-opcon
.	O
Conceptual	O
designs	B-opcon
and	O
analyses	O
including	O
engineering	B-seterm
units	O
and	O
physical	B-opcon
models	B-opcon
,	O
as	O
appropriate	O
are	O
developed	O
and	O
exhibit	O
more	O
engineering	B-seterm
detail	O
than	O
in	O
Pre	B-event
Phase	I-event
A	I-event
.	O
A	O
metric	B-mea
should	O
drive	O
appropriate	O
action	O
.	O
Mission	B-seterm
:	O
A	O
major	O
activity	B-opcon
required	O
to	O
accomplish	O
an	O
Agency	O
goal	B-seterm
or	O
to	O
effectively	O
pursue	O
a	O
scientific	O
,	O
technological	O
,	O
or	O
engineering	B-seterm
opportunity	O
directly	O
related	O
to	O
an	O
Agency	O
goal	B-seterm
.	O
Mission	B-seterm
needs	B-opcon
are	O
independent	O
of	O
any	O
particular	O
system	B-syscon
or	O
technological	O
solution	O
.	O
Need	B-opcon
:	O
A	O
single	O
statement	O
that	O
drives	O
everything	O
else	O
.	O
It	O
should	O
relate	O
to	O
the	O
problem	O
that	O
the	O
system	B-syscon
is	O
supposed	O
to	O
solve	O
,	O
but	O
not	O
be	O
the	O
solution	O
.	O
Objective	B-opcon
:	O
Specific	O
target	O
levels	O
of	O
outputs	O
the	O
system	B-syscon
must	O
achieve	O
.	O
Each	O
objective	B-opcon
should	O
relate	O
to	O
a	O
Appendix	O
B	O
:	O
Glossary	O
particular	O
goal	B-seterm
.	O
Generally	O
,	O
objectives	B-opcon
should	O
meet	O
four	O
criteria	O
:	O
Specific	O
:	O
Objectives	B-opcon
should	O
aim	O
at	O
results	B-mea
and	O
reflect	O
what	O
the	O
system	B-syscon
needs	B-opcon
to	O
do	O
,	O
but	O
they	O
don	O
t	O
outline	O
how	O
to	O
implement	O
the	O
solution	O
.	O
Technical	B-opcon
risks	B-mea
are	O
identified	O
in	O
more	O
detail	O
,	O
and	O
technology	O
development	B-opcon
needs	B-opcon
become	O
focused	O
.	O
They	O
need	B-opcon
to	O
be	O
specific	O
enough	O
to	O
provide	O
clear	O
direction	O
,	O
so	O
developers	O
,	O
customers	O
,	O
and	O
testers	O
can	O
understand	O
them	O
.	O
Measurable	O
:	O
Objectives	B-opcon
need	B-opcon
to	O
be	O
quantifiable	O
and	O
verifiable	O
.	O
The	O
project	B-seterm
needs	B-opcon
to	O
monitor	O
the	O
system	B-syscon
s	O
success	O
in	O
achieving	O
each	O
objective	B-opcon
.	O
Aggressive	O
,	O
but	O
attainable	O
:	O
Objectives	B-opcon
need	B-opcon
to	O
be	O
challenging	O
but	O
reachable	O
,	O
and	O
targets	O
need	B-opcon
to	O
be	O
realistic	O
.	O
But	O
objectives	B-opcon
need	B-opcon
to	O
be	O
feasible	B-mea
before	O
starting	O
to	O
write	O
requirements	B-opcon
and	O
design	B-opcon
systems	B-syscon
.	O
Operational	B-opcon
Environment	I-opcon
:	O
The	O
environment	O
in	O
which	O
the	O
final	O
product	B-syscon
will	O
be	O
operated	O
.	O
In	O
the	O
case	O
of	O
space	O
flight	B-syscon
hardware	B-syscon
software	B-syscon
,	O
it	O
is	O
space	O
.	O
In	O
the	O
case	O
of	O
ground	O
based	O
or	O
airborne	O
systems	B-syscon
that	O
are	O
not	O
directed	O
toward	O
space	O
flight	B-syscon
,	O
it	O
is	O
the	O
environments	O
defined	O
by	O
the	O
scope	O
of	O
operations	B-opcon
.	O
For	O
software	B-syscon
,	O
the	O
environment	O
is	O
defined	O
by	O
the	O
operational	B-opcon
platform	O
.	O
Operations	B-opcon
Concept	I-opcon
:	O
A	O
description	O
of	O
how	O
the	O
flight	B-syscon
system	B-syscon
and	O
the	O
ground	O
system	B-syscon
are	O
used	O
together	O
to	O
ensure	O
that	O
the	O
concept	B-seterm
of	O
operation	B-opcon
is	O
reasonable	O
.	O
In	O
Phase	B-event
A	I-event
,	O
the	O
effort	O
focuses	O
on	O
allocating	O
functions	B-opcon
to	O
particular	O
items	O
of	O
hardware	B-syscon
,	O
software	B-syscon
,	O
and	O
to	O
humans	B-grp
.	O
This	O
might	O
include	O
how	O
mission	B-seterm
data	O
of	O
interest	O
,	O
such	O
as	O
engineering	B-seterm
or	O
scientific	O
data	O
,	O
are	O
captured	O
,	O
returned	O
to	O
Earth	O
,	O
processed	O
,	O
made	O
available	O
to	O
users	B-grp
,	O
and	O
archived	O
for	O
future	O
reference	O
.	O
Peer	B-opcon
Review	I-opcon
:	O
Independent	O
evaluation	B-opcon
by	O
internal	O
or	O
external	O
SMEs	O
who	O
do	O
not	O
have	O
a	O
vested	O
interest	O
in	O
the	O
work	O
product	B-syscon
under	O
review	O
.	O
Peer	B-opcon
reviews	I-opcon
can	O
be	O
planned	O
,	O
focused	O
reviews	O
conducted	O
on	O
selected	O
work	O
products	B-seterm
by	O
the	O
producer	O
s	O
peers	O
to	O
identify	O
defects	O
and	O
issues	O
prior	O
to	O
that	O
work	O
product	B-syscon
moving	O
into	O
a	O
milestone	O
review	O
or	O
approval	B-opcon
cycle	O
.	O
Performance	B-mea
Standards	I-mea
:	O
Defines	O
what	O
constitutes	O
acceptable	O
performance	B-mea
by	O
the	O
provider	O
.	O
Common	O
metrics	O
for	O
use	O
in	O
performance	B-mea
standards	I-mea
include	O
cost	B-mea
and	O
schedule	B-opcon
.	O
Appendix	O
B	O
:	O
Glossary	O
at	O
the	O
CDR	O
plus	O
the	O
approved	O
changes	O
thereafter	O
.	O
PCAs	O
are	O
conducted	O
on	O
both	O
hardware	B-syscon
and	O
software	B-syscon
configured	O
products	B-seterm
.	O
PLAR	O
:	O
A	O
review	O
that	O
evaluates	O
the	O
readiness	B-opcon
of	O
the	O
spacecraft	O
systems	B-syscon
to	O
proceed	O
with	O
full	O
,	O
routine	O
operations	B-opcon
after	O
post	O
launch	O
deployment	O
.	O
The	O
review	O
also	O
evaluates	O
the	O
status	O
of	O
the	O
project	B-seterm
plans	O
and	O
the	O
capability	O
to	O
conduct	O
the	O
mission	B-seterm
with	O
emphasis	O
on	O
near	O
term	O
operations	B-opcon
and	O
mission	B-seterm
critical	O
events	O
.	O
PDR	O
:	O
A	O
review	O
that	O
demonstrates	O
that	O
the	O
preliminary	O
design	B-opcon
meets	O
all	O
system	B-opcon
requirements	I-opcon
with	O
acceptable	B-mea
risk	I-mea
and	O
within	O
the	O
cost	B-mea
and	O
schedule	B-opcon
constraints	B-seterm
and	O
establishes	O
the	O
basis	O
for	O
proceeding	O
with	O
detailed	O
design	B-opcon
.	O
The	O
SER	B-abb
typically	O
leads	O
the	O
technical	B-opcon
planning	I-opcon
effort	O
and	O
has	O
the	O
prime	O
responsibility	O
in	O
documenting	O
many	O
of	O
the	O
technical	B-opcon
plans	I-opcon
,	O
requirements	B-opcon
and	I-opcon
specification	I-opcon
documents	I-opcon
,	O
V	B-abb
&	I-abb
V	I-abb
documents	O
,	O
certification	B-opcon
packages	I-opcon
,	O
and	O
other	O
technical	B-opcon
documentation	I-opcon
.	O
System	B-syscon
functional	B-opcon
and	O
performance	B-opcon
requirements	I-opcon
,	O
along	O
with	O
architectures	O
and	O
designs	B-opcon
,	O
become	O
firm	O
as	O
system	B-syscon
tradeoffs	B-seterm
and	O
subsystem	O
tradeoffs	B-seterm
iterate	O
back	O
and	O
forth	O
,	O
while	O
collaborating	O
with	O
SMEs	O
in	O
the	O
effort	O
to	O
seek	O
out	O
more	O
cost	B-mea
effective	I-mea
designs	B-opcon
.	O
It	O
will	O
show	O
that	O
the	O
correct	O
design	B-opcon
option	O
has	O
been	O
selected	O
,	O
interfaces	B-syscon
have	O
been	O
identified	O
,	O
and	O
verification	B-opcon
methods	O
have	O
been	O
described	O
.	O
Product	B-opcon
Baseline	I-opcon
Phase	B-event
D	O
E	O
:	O
The	O
product	B-opcon
baseline	I-opcon
is	O
the	O
approved	O
technical	B-opcon
documentation	I-opcon
that	O
describes	O
the	O
configuration	B-opcon
of	O
a	O
CI	O
during	O
the	O
production	O
,	O
fielding	O
deployment	O
,	O
and	O
operational	B-opcon
support	O
phases	B-event
of	O
its	O
life	B-opcon
cycle	I-opcon
.	O
The	O
product	B-opcon
baseline	I-opcon
describes	O
detailed	O
physical	B-opcon
or	O
form	O
,	O
fit	O
,	O
and	O
function	O
characteristics	B-mea
of	O
a	O
CI	O
;	O
the	O
selected	O
functional	B-opcon
characteristics	B-mea
designated	O
for	O
production	O
acceptance	O
testing	B-opcon
;	O
and	O
the	O
production	O
acceptance	O
test	B-opcon
requirements	B-opcon
.	O
Product	B-opcon
Validation	I-opcon
Process	I-opcon
:	O
A	O
process	B-opcon
used	O
to	O
confirm	O
that	O
a	O
verified	O
end	B-syscon
product	I-syscon
generated	O
by	O
product	B-syscon
implementation	B-opcon
or	O
product	B-syscon
integration	B-opcon
fulfills	O
satis	O
fies	O
its	O
intended	O
use	O
when	O
placed	O
in	O
its	O
intended	O
environment	O
and	O
to	O
assure	O
that	O
any	O
anomalies	O
discovered	O
during	O
validation	B-opcon
are	O
appropriately	O
resolved	O
prior	O
to	O
delivery	O
of	O
the	O
product	B-syscon
if	O
validation	B-opcon
is	O
done	O
by	O
the	O
supplier	O
of	O
the	O
product	B-syscon
or	O
prior	O
to	O
integration	B-opcon
with	O
other	O
products	B-seterm
into	O
a	O
higher	O
level	O
assembled	O
product	B-syscon
if	O
validation	B-opcon
is	O
done	O
by	O
the	O
receiver	O
of	O
the	O
product	B-syscon
.	O
The	O
validation	B-opcon
is	O
done	O
against	O
the	O
set	O
of	O
baselined	O
stakeholder	B-mea
expectations	I-mea
.	O
PRR	O
:	O
A	O
review	O
for	O
projects	B-seterm
developing	O
or	O
acquiring	O
multiple	O
or	O
similar	O
systems	B-syscon
greater	O
than	O
three	B-cardinal
or	O
as	O
determined	O
by	O
the	O
project	B-seterm
.	O
The	O
PRR	O
determines	O
the	O
readiness	B-opcon
of	O
the	O
system	B-syscon
developers	O
to	O
efficiently	O
produce	O
the	O
required	O
number	O
of	O
systems	B-syscon
.	O
It	O
ensures	O
that	O
the	O
production	O
plans	O
,	O
fabrication	B-opcon
,	O
assembly	B-opcon
,	O
integration	B-opcon
enabling	B-opcon
products	I-opcon
,	O
operational	B-opcon
support	O
,	O
and	O
personnel	B-grp
are	O
in	O
place	O
and	O
ready	O
to	O
begin	O
production	O
.	O
Program	B-opcon
:	O
A	O
strategic	O
investment	O
by	O
a	O
mission	B-seterm
directorate	O
or	O
mission	B-seterm
support	O
office	O
that	O
has	O
a	O
defined	O
architecture	B-opcon
and	O
or	O
technical	B-opcon
approach	O
,	O
requirements	B-opcon
,	O
funding	O
level	O
,	O
and	O
a	O
management	O
structure	B-seterm
that	O
initiates	O
and	O
directs	O
one	B-cardinal
or	O
more	O
projects	B-seterm
.	O
A	O
program	B-opcon
defines	O
a	O
strategic	O
direction	O
that	O
the	O
Agency	O
has	O
identified	O
as	O
critical	O
.	O
Trade	O
studies	O
should	O
precede	O
rather	O
than	O
follow	O
system	B-syscon
design	B-opcon
decisions	O
.	O
Program	B-opcon
System	B-opcon
Definition	I-opcon
Review	I-opcon
:	O
A	O
review	O
that	O
examines	O
the	O
proposed	O
program	B-opcon
architecture	B-opcon
and	O
the	O
flowdown	O
to	O
the	O
functional	B-opcon
elements	O
of	O
the	O
system	B-syscon
.	O
The	O
proposed	O
program	B-opcon
s	O
objectives	B-opcon
and	O
the	O
concept	B-seterm
for	O
meeting	O
those	O
objectives	B-opcon
are	O
evaluated	O
.	O
Key	O
technologies	O
and	O
other	O
risks	B-mea
are	O
identified	O
and	O
assessed	O
.	O
The	O
baseline	B-opcon
program	B-opcon
plan	O
,	O
budgets	O
,	O
and	O
schedules	B-opcon
are	O
presented	O
.	O
Programmatic	B-opcon
Requirements	I-opcon
:	O
Requirements	B-opcon
set	O
by	O
the	O
mission	B-seterm
directorate	O
,	O
program	B-opcon
,	O
project	B-seterm
,	O
and	O
PI	O
,	O
if	O
applicable	O
.	O
These	O
include	O
strategic	O
scientific	O
and	O
exploration	O
requirements	B-opcon
,	O
system	B-opcon
performance	I-opcon
requirements	B-opcon
,	O
and	O
schedule	B-opcon
,	O
cost	B-mea
,	O
and	O
similar	O
nontechnical	O
constraints	B-seterm
.	O
Appendix	O
B	O
:	O
Glossary	O
and	O
an	O
end	O
.	O
A	O
project	B-seterm
yields	O
new	O
or	O
revised	O
products	B-seterm
or	O
services	O
that	O
directly	O
address	O
NASA	B-org
s	O
strategic	O
needs	B-opcon
.	O
The	O
products	B-seterm
may	O
be	O
produced	O
or	O
the	O
services	O
performed	O
wholly	O
in	O
house	O
;	O
by	O
partnerships	O
with	O
Government	O
,	O
industry	O
,	O
or	O
academia	O
;	O
or	O
through	O
contracts	O
with	O
private	O
industry	O
.	O
Project	B-opcon
Requirements	I-opcon
:	O
The	O
set	O
of	O
requirements	B-opcon
imposed	O
on	O
the	O
project	B-seterm
and	O
developer	O
,	O
which	O
are	O
typically	O
found	O
in	O
the	O
project	B-opcon
plan	I-opcon
plus	O
derived	B-opcon
requirements	I-opcon
that	O
the	O
project	B-seterm
imposes	O
on	O
itself	O
.	O
Major	O
products	B-seterm
to	O
this	O
point	O
include	O
an	O
accepted	O
functional	B-opcon
baseline	I-opcon
for	O
the	O
system	B-syscon
and	O
its	O
major	O
end	O
items	O
.	O
It	O
includes	O
identification	O
of	O
activities	O
and	O
deliverables	O
end	B-seterm
products	I-seterm
and	O
work	O
products	B-seterm
and	O
outputs	O
of	O
the	O
development	B-opcon
and	O
operations	B-opcon
.	O
Phase	B-syscon
Product	I-syscon
:	O
An	O
end	B-syscon
product	I-syscon
that	O
is	O
to	O
be	O
provided	O
as	O
a	O
result	O
of	O
the	O
activities	O
of	O
a	O
given	O
life	B-opcon
cycle	I-opcon
phase	B-event
.	O
The	O
form	O
depends	O
on	O
the	O
phase	B-event
a	I-event
product	B-syscon
of	O
early	O
phases	B-event
might	O
be	O
a	O
simulation	B-opcon
or	O
model	B-opcon
;	O
a	O
product	B-syscon
of	O
later	O
phases	B-event
may	O
be	O
the	O
final	O
end	B-syscon
product	I-syscon
itself	O
.	O
Product	B-opcon
Form	I-opcon
:	O
A	O
representation	O
of	O
a	O
product	B-syscon
that	O
depends	O
on	O
the	O
development	B-opcon
phase	B-event
,	O
current	O
use	O
,	O
and	O
maturity	O
.	O
Examples	O
include	O
mock	O
up	O
,	O
model	B-opcon
,	O
engineering	B-syscon
unit	I-syscon
,	O
prototype	B-opcon
unit	O
,	O
and	O
flight	B-syscon
unit	O
.	O
Product	B-opcon
Realization	I-opcon
:	O
The	O
desired	O
output	O
from	O
the	O
application	O
of	O
the	O
four	O
product	B-opcon
realization	I-opcon
processes	I-opcon
.	O
The	O
form	O
of	O
this	O
product	B-syscon
is	O
dependent	O
on	O
the	O
phase	B-event
of	O
the	O
product	B-opcon
life	I-opcon
cycle	I-opcon
and	O
the	O
phase	B-event
exit	O
success	B-opcon
criteria	I-opcon
.	O
Prototype	B-opcon
:	O
The	O
prototype	B-opcon
unit	O
demonstrates	O
form	O
,	O
fit	O
,	O
and	O
function	O
at	O
a	O
scale	O
deemed	O
to	O
be	O
representative	O
of	O
the	O
final	O
product	B-syscon
operating	O
in	O
its	O
operational	B-opcon
environment	I-opcon
.	O
A	O
subscale	O
test	B-opcon
article	O
provides	O
fidelity	O
sufficient	O
to	O
permit	O
validation	B-opcon
of	O
analytical	O
models	B-opcon
capable	O
of	O
predicting	O
the	O
behavior	B-mea
of	O
full	O
scale	O
systems	B-syscon
in	O
an	O
operational	B-opcon
environment	I-opcon
.	O
Recursive	B-opcon
:	O
Value	B-mea
is	O
added	O
to	O
the	O
system	B-syscon
by	O
the	O
repeated	O
application	O
of	O
processes	B-seterm
to	O
design	B-opcon
next	O
lower	O
layer	O
system	B-syscon
products	B-seterm
or	O
to	O
realize	O
next	O
upper	O
layer	O
end	B-seterm
products	I-seterm
within	O
the	O
system	B-opcon
structure	I-opcon
.	O
Publication	O
FIPS	O
PUB	O
199	B-cardinal
.	O
This	O
also	O
applies	O
to	O
repeating	O
the	O
application	O
of	O
the	O
same	O
processes	B-seterm
to	O
the	O
system	B-opcon
structure	I-opcon
in	O
the	O
next	O
life	B-opcon
cycle	I-opcon
phase	B-event
to	O
mature	O
the	O
system	B-syscon
definition	O
and	O
satisfy	O
phase	B-event
exit	O
success	B-opcon
criteria	I-opcon
.	O
Appendix	O
B	O
:	O
Glossary	O
the	O
operational	B-opcon
environment	I-opcon
in	O
order	O
to	O
satisfactorily	O
address	O
performance	B-mea
margin	B-seterm
requirements	B-opcon
or	O
stakeholder	B-mea
expectations	I-mea
.	O
Reliability	B-mea
:	O
The	O
measure	O
of	O
the	O
degree	O
to	O
which	O
a	O
system	B-syscon
ensures	O
mission	B-seterm
success	O
by	O
functioning	O
properly	O
over	O
its	O
